entry_time_ist,exit_time_ist,underlying,instrument,strategy,direction,entry_price,exit_price,quantity,gross_pnl_inr,fees_inr,net_pnl_inr,holding_min,exit_reason,status
2023-11-09 10:27,2023-11-09 10:28,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67073.25,67714.45,750,480900.00,94140.39,386759.61,1.0,SL,WIN
2023-11-10 10:02,2023-11-10 10:03,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66254.05,66889.65,750,476700.00,92993.55,383706.45,1.0,SL,WIN
2023-11-10 10:03,2023-11-10 10:04,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66339.30,66976.00,750,477525.00,93113.44,384411.56,1.0,SL,WIN
2023-11-10 10:04,2023-11-10 10:05,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66389.40,67026.85,750,478087.50,93184.01,384903.49,1.0,SL,WIN
2023-11-10 10:08,2023-11-10 10:09,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66850.10,67486.50,750,477300.00,93824.52,383475.48,1.0,SL,WIN
2023-11-10 10:10,2023-11-10 10:11,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66968.90,67608.30,750,479550.00,93993.15,385556.85,1.0,SL,WIN
2023-11-10 10:14,2023-11-10 10:15,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67112.85,67754.80,750,481462.50,94196.34,387266.16,1.0,SL,WIN
2023-11-10 10:15,2023-11-10 10:16,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67208.15,67851.20,750,482287.50,94330.23,387957.27,1.0,SL,WIN
2023-11-10 10:18,2023-11-10 10:19,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67373.65,68019.95,750,484725.00,94564.17,390160.83,1.0,SL,WIN
2023-11-10 10:19,2023-11-10 10:20,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67394.95,68041.60,750,484987.50,94594.20,390393.30,1.0,SL,WIN
2023-11-10 10:20,2023-11-10 10:21,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67470.25,68117.85,750,485700.00,94700.08,390999.92,1.0,SL,WIN
2023-11-10 10:22,2023-11-10 10:23,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67587.05,68236.65,750,487200.00,94864.87,392335.13,1.0,SL,WIN
2023-11-10 10:25,2023-11-10 10:26,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67752.35,68401.95,750,487200.00,95095.08,392104.92,1.0,SL,WIN
2023-11-10 10:29,2023-11-10 10:30,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,67942.00,68594.55,750,489412.50,95362.34,394050.16,1.0,SL,WIN
2023-11-10 10:31,2023-11-10 10:32,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68029.40,68683.40,750,490500.00,95485.60,395014.40,1.0,SL,WIN
2023-11-10 10:33,2023-11-10 10:34,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68120.80,68776.55,750,491812.50,95614.75,396197.75,1.0,SL,WIN
2023-11-10 10:34,2023-11-10 10:35,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68124.55,68779.85,750,491475.00,95619.49,395855.51,1.0,SL,WIN
2023-11-10 10:35,2023-11-10 10:36,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68221.65,68877.70,750,492037.50,95755.52,396281.98,1.0,SL,WIN
2023-11-10 10:36,2023-11-10 10:37,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68217.45,68872.65,750,491400.00,95748.77,395651.23,1.0,SL,WIN
2023-11-10 10:37,2023-11-10 10:38,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68337.40,68992.70,750,491475.00,95915.93,395559.07,1.0,SL,WIN
2023-11-10 10:44,2023-11-10 10:45,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68680.70,69340.10,720,474768.00,92544.35,382223.65,1.0,SL,WIN
2023-11-10 10:45,2023-11-10 10:46,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68734.60,69393.95,720,474732.00,92616.36,382115.64,1.0,SL,WIN
2023-11-10 10:47,2023-11-10 10:48,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68787.15,69446.40,720,474660.00,92686.52,381973.48,1.0,SL,WIN
2023-11-10 10:48,2023-11-10 10:49,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68786.15,69444.75,720,474192.00,92684.52,381507.48,1.0,SL,WIN
2023-11-10 10:50,2023-11-10 10:51,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68921.45,69581.85,720,475488.00,92867.25,382620.75,1.0,SL,WIN
2023-11-10 10:51,2023-11-10 10:52,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68927.60,69588.80,720,476064.00,92876.28,383187.72,1.0,SL,WIN
2023-11-10 10:52,2023-11-10 10:53,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,68942.15,69602.80,720,475668.00,92895.18,382772.82,1.0,SL,WIN
2023-11-10 10:54,2023-11-10 10:55,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69009.65,69669.70,720,475236.00,92984.81,382251.19,1.0,SL,WIN
2023-11-10 10:57,2023-11-10 10:58,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69248.10,69910.15,720,476676.00,93305.66,383370.34,1.0,SL,WIN
2023-11-10 10:58,2023-11-10 10:59,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69270.25,69933.30,720,477396.00,93336.29,384059.71,1.0,SL,WIN
2023-11-10 10:59,2023-11-10 11:00,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69344.50,70006.90,720,476928.00,93434.90,383493.10,1.0,SL,WIN
2023-11-10 11:00,2023-11-10 11:01,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69456.85,70120.00,720,477468.00,93585.87,383882.13,1.0,SL,WIN
2023-11-10 11:01,2023-11-10 11:02,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69448.50,70112.55,720,478116.00,93575.63,384540.37,1.0,SL,WIN
2023-11-10 11:02,2023-11-10 11:03,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69443.20,70107.90,720,478584.00,93569.20,385014.80,1.0,SL,WIN
2023-11-10 11:03,2023-11-10 11:04,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69426.65,70092.15,720,479160.00,93547.89,385612.11,1.0,SL,WIN
2023-11-10 11:06,2023-11-10 11:07,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69544.55,70212.25,720,480744.00,93707.76,387036.24,1.0,SL,WIN
2023-11-10 11:07,2023-11-10 11:08,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69565.90,70235.10,720,481824.00,93737.83,388086.17,1.0,SL,WIN
2023-11-10 11:08,2023-11-10 11:09,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69594.55,70264.85,720,482616.00,93777.26,388838.74,1.0,SL,WIN
2023-11-10 11:09,2023-11-10 11:10,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69621.30,70292.45,720,483228.00,93813.89,389414.11,1.0,SL,WIN
2023-11-10 11:10,2023-11-10 11:11,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69659.35,70330.65,720,483336.00,93864.91,389471.09,1.0,SL,WIN
2023-11-10 11:15,2023-11-10 11:16,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69772.05,70445.65,720,484992.00,94017.93,390974.07,1.0,SL,WIN
2023-11-10 11:17,2023-11-10 11:18,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69705.25,70378.40,720,484668.00,93928.16,390739.84,1.0,SL,WIN
2023-11-10 11:20,2023-11-10 11:21,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56032.25,56192.40,1350,-216202.50,140608.89,-356811.39,1.0,SL,LOSS
2023-11-10 11:21,2023-11-10 11:22,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56032.35,56192.10,1350,-215662.50,140608.90,-356271.40,1.0,SL,LOSS
2023-11-10 11:22,2023-11-10 11:23,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56032.65,56192.90,1350,-216337.50,140609.96,-356947.46,1.0,SL,LOSS
2023-11-13 10:30,2023-11-13 10:31,NIFTY,CE,S17_Opening_Range_Breakout_Intraday,LONG,25401.75,26681.95,3000,3840600.00,146984.66,3693615.34,1.0,TP,WIN
2023-11-16 09:32,2023-11-16 09:57,NIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,SHORT,29744.60,29813.05,2550,-174547.50,20615.88,-195163.38,25.0,SL,LOSS
2023-11-17 09:31,2023-11-17 09:40,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,SHORT,64523.75,64285.10,1170,279220.50,20496.47,258724.03,9.0,TP,WIN
2023-11-17 13:19,2023-11-17 13:20,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,69803.45,70477.05,720,484992.00,94059.91,390932.09,1.0,SL,WIN
2023-11-20 09:21,2023-11-20 09:34,BANKNIFTY,CE,S27_Gap_Up_Down_Fade_Options,LONG,63747.75,63403.15,1200,-413520.00,141513.90,-555033.90,13.0,SL,LOSS
2023-11-20 09:44,2023-11-20 09:47,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,LONG,63231.25,63082.55,1200,-178440.00,20575.51,-199015.51,3.0,SL,LOSS
2023-11-21 12:13,2023-11-21 12:14,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65520.45,66151.40,780,492141.00,95643.72,396497.28,1.0,SL,WIN
2023-11-21 12:14,2023-11-21 12:15,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65576.05,66208.00,780,492921.00,95725.35,397195.65,1.0,SL,WIN
2023-11-21 12:15,2023-11-21 12:16,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65627.60,66259.75,780,493077.00,95800.24,397276.76,1.0,SL,WIN
2023-11-21 12:17,2023-11-21 12:18,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65715.35,66348.95,780,494208.00,95928.93,398279.07,1.0,SL,WIN
2023-11-21 12:18,2023-11-21 12:19,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65754.75,66387.35,780,493428.00,95984.90,397443.10,1.0,SL,WIN
2023-11-21 12:20,2023-11-21 12:21,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65922.50,66557.05,750,475912.50,92530.68,383381.82,1.0,SL,WIN
2023-11-21 12:21,2023-11-21 12:22,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,65948.00,66582.40,750,475800.00,92566.04,383233.96,1.0,SL,WIN
2023-11-21 12:22,2023-11-21 12:23,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66024.60,66659.35,750,476062.50,92673.09,383389.41,1.0,SL,WIN
2023-11-21 12:23,2023-11-21 12:24,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66111.65,66745.45,750,475350.00,92793.32,382556.68,1.0,SL,WIN
2023-11-21 12:27,2023-11-21 12:28,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66456.15,67091.20,750,476287.50,93274.43,383013.07,1.0,SL,WIN
2023-11-21 12:29,2023-11-21 12:30,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,66592.25,67229.65,750,478050.00,93466.47,384583.53,1.0,SL,WIN
2023-11-21 13:46,2023-11-21 14:05,BANKNIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,67940.90,67620.80,1110,355311.00,20471.37,334839.63,19.0,TP,WIN
2023-11-22 09:26,2023-11-22 09:33,BANKNIFTY,CE,S27_Gap_Up_Down_Fade_Options,LONG,63212.80,62873.40,1200,-407280.00,140330.68,-547610.68,7.0,SL,LOSS
2023-11-23 10:00,2023-11-23 10:01,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,61437.70,62025.85,810,476401.50,93130.54,383270.96,1.0,SL,WIN
2023-11-23 10:01,2023-11-23 10:08,BANKNIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,61392.60,61107.20,1230,351042.00,20498.29,330543.71,7.0,TP,WIN
2023-11-24 09:16,2023-11-24 09:17,BANKNIFTY,PE,S8_EMA_Ribbon_Trend_Rider,SHORT,52604.25,52781.85,1440,-255744.00,140824.35,-396568.35,1.0,SL,LOSS
2023-11-24 09:17,2023-11-24 09:18,BANKNIFTY,PE,S8_EMA_Ribbon_Trend_Rider,SHORT,52604.35,52781.65,1440,-255312.00,140824.42,-396136.42,1.0,SL,LOSS
2023-11-24 09:18,2023-11-24 09:19,BANKNIFTY,PE,S8_EMA_Ribbon_Trend_Rider,SHORT,52604.55,52782.10,1440,-255672.00,140825.12,-396497.12,1.0,SL,LOSS
2023-11-24 09:19,2023-11-24 09:20,BANKNIFTY,PE,S8_EMA_Ribbon_Trend_Rider,SHORT,52604.10,52781.90,1440,-256032.00,140824.07,-396856.07,1.0,SL,LOSS
2023-11-27 09:44,2023-11-27 09:50,BANKNIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,62907.05,62615.30,1200,350100.00,20491.71,329608.29,6.0,TP,WIN
2023-11-29 13:35,2023-11-29 13:36,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54747.45,55387.35,1380,883062.00,141590.25,741471.75,1.0,TP,WIN
2023-11-29 13:36,2023-11-29 13:37,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54748.05,55387.70,1380,882717.00,141591.30,741125.70,1.0,TP,WIN
2023-11-29 13:37,2023-11-29 13:38,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54747.70,55388.05,1380,883683.00,141591.77,742091.23,1.0,TP,WIN
2023-11-29 13:38,2023-11-29 13:39,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54747.35,55388.05,1380,884166.00,141591.56,742574.44,1.0,TP,WIN
2023-11-29 13:39,2023-11-29 13:40,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54747.35,55388.35,1380,884580.00,141592.14,742987.86,1.0,TP,WIN
2023-11-29 13:45,2023-11-29 13:46,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54785.95,55367.60,1380,802677.00,141575.29,661101.71,1.0,TP,WIN
2023-11-29 13:46,2023-11-29 13:47,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54785.70,55366.65,1380,801711.00,141573.28,660137.72,1.0,TP,WIN
2023-11-29 13:47,2023-11-29 13:48,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54786.65,55366.65,1380,800400.00,141573.87,658826.13,1.0,TP,WIN
2023-11-29 13:48,2023-11-29 13:49,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54786.60,55366.85,1380,800745.00,141574.23,659170.77,1.0,TP,WIN
2023-11-29 13:49,2023-11-29 13:50,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54786.40,55367.15,1380,801435.00,141574.69,659860.31,1.0,TP,WIN
2023-11-29 14:00,2023-11-29 14:01,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54923.15,55338.15,1380,572700.00,141601.81,431098.19,1.0,TP,WIN
2023-11-29 14:01,2023-11-29 14:02,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54922.85,55338.40,1380,573459.00,141602.11,431856.89,1.0,TP,WIN
2023-11-29 14:02,2023-11-29 14:03,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54922.55,55337.80,1380,573045.00,141600.76,431444.24,1.0,TP,WIN
2023-11-29 14:03,2023-11-29 14:04,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54923.20,55338.10,1380,572562.00,141601.74,430960.26,1.0,TP,WIN
2023-11-29 14:04,2023-11-29 14:05,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54922.85,55338.10,1380,573045.00,141601.53,431443.47,1.0,TP,WIN
2023-11-29 14:15,2023-11-29 14:16,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55059.40,55318.85,1380,358041.00,141647.55,216393.45,1.0,TP,WIN
2023-11-29 14:16,2023-11-29 14:17,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55059.10,55319.10,1380,358800.00,141647.85,217152.15,1.0,TP,WIN
2023-11-29 14:17,2023-11-29 14:18,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55058.85,55319.15,1380,359214.00,141647.80,217566.20,1.0,TP,WIN
2023-11-29 14:18,2023-11-29 14:19,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55058.80,55319.35,1380,359559.00,141648.16,217910.84,1.0,TP,WIN
2023-11-29 14:19,2023-11-29 14:20,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55058.60,55319.20,1380,359628.00,141647.74,217980.26,1.0,TP,WIN
2023-11-30 13:35,2023-11-30 13:36,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56621.90,56781.45,1350,-215392.50,142086.71,-357479.21,1.0,SL,LOSS
2023-11-30 13:36,2023-11-30 13:37,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56621.55,56781.65,1350,-216135.00,142086.16,-358221.16,1.0,SL,LOSS
2023-11-30 13:37,2023-11-30 13:38,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56621.40,56781.45,1350,-216067.50,142085.76,-358153.26,1.0,SL,LOSS
2023-11-30 13:38,2023-11-30 13:39,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56621.55,56781.30,1350,-215662.50,142085.95,-357748.45,1.0,SL,LOSS
2023-11-30 13:39,2023-11-30 13:40,BANKNIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,56621.75,56781.15,1350,-215190.00,142086.25,-357276.25,1.0,SL,LOSS
2023-12-01 09:33,2023-12-01 09:35,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,SHORT,59980.05,60121.55,1260,-178290.00,20541.83,-198831.83,2.0,SL,LOSS
2023-12-01 09:38,2023-12-01 09:43,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,LONG,60140.05,60001.25,1260,-174888.00,20548.90,-195436.90,5.0,SL,LOSS
2023-12-01 10:00,2023-12-01 10:01,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59485.05,60058.00,840,481278.00,93514.21,387763.79,1.0,SL,WIN
2023-12-01 10:03,2023-12-01 10:04,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59369.00,59941.25,840,480690.00,93332.36,387357.64,1.0,SL,WIN
2023-12-01 10:05,2023-12-01 10:06,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59345.15,59918.00,840,481194.00,93295.88,387898.12,1.0,SL,WIN
2023-12-01 10:10,2023-12-01 10:11,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59159.05,59728.40,840,478254.00,93001.43,385252.57,1.0,SL,WIN
2023-12-01 10:12,2023-12-01 10:13,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59130.90,59701.20,840,479052.00,92958.65,386093.35,1.0,SL,WIN
2023-12-01 10:13,2023-12-01 10:14,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59085.60,59656.00,840,479136.00,92888.11,386247.89,1.0,SL,WIN
2023-12-01 10:16,2023-12-01 10:17,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58963.05,59532.85,840,478632.00,92696.24,385935.76,1.0,SL,WIN
2023-12-01 10:17,2023-12-01 10:18,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58927.35,59495.95,870,494682.00,95945.99,398736.01,1.0,SL,WIN
2023-12-01 10:19,2023-12-01 10:20,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58812.35,59379.95,870,493812.00,95758.97,398053.03,1.0,SL,WIN
2023-12-01 10:20,2023-12-01 10:21,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58825.30,59392.25,870,493246.50,95779.09,397467.41,1.0,SL,WIN
2023-12-01 10:21,2023-12-01 10:22,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58745.30,59310.45,870,491680.50,95647.63,396032.87,1.0,SL,WIN
2023-12-01 10:22,2023-12-01 10:23,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58680.00,59245.05,870,491593.50,95542.02,396051.48,1.0,SL,WIN
2023-12-01 10:25,2023-12-01 10:26,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58569.90,59134.40,870,491115.00,95363.47,395751.53,1.0,SL,WIN
2023-12-01 10:26,2023-12-01 10:27,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58550.80,59115.10,870,490941.00,95332.37,395608.63,1.0,SL,WIN
2023-12-01 10:29,2023-12-01 10:30,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58425.55,58988.20,870,489505.50,95127.99,394377.51,1.0,SL,WIN
2023-12-01 10:30,2023-12-01 10:31,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58397.35,58959.55,870,489114.00,95081.88,394032.12,1.0,SL,WIN
2023-12-01 10:31,2023-12-01 10:32,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58316.15,58877.30,870,488200.50,94949.41,393251.09,1.0,SL,WIN
2023-12-01 10:32,2023-12-01 10:33,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58277.00,58837.50,870,487635.00,94885.36,392749.64,1.0,SL,WIN
2023-12-01 10:33,2023-12-01 10:34,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58196.55,58756.05,870,486765.00,94754.16,392010.84,1.0,SL,WIN
2023-12-01 10:34,2023-12-01 10:35,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58150.85,58709.85,870,486330.00,94679.71,391650.29,1.0,SL,WIN
2023-12-01 10:35,2023-12-01 10:36,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,58141.10,58698.90,870,485286.00,94662.49,390623.51,1.0,SL,WIN
2023-12-01 10:39,2023-12-01 10:40,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57986.00,58542.65,870,484285.50,94410.50,389875.00,1.0,SL,WIN
2023-12-01 10:40,2023-12-01 10:41,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57956.55,58512.80,870,483937.50,94362.43,389575.07,1.0,SL,WIN
2023-12-01 10:41,2023-12-01 10:42,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57945.70,58502.45,870,484372.50,94345.52,390026.98,1.0,SL,WIN
2023-12-01 10:46,2023-12-01 10:47,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57636.20,58188.10,870,480153.00,93839.54,386313.46,1.0,SL,WIN
2023-12-01 10:47,2023-12-01 10:48,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57557.20,58108.05,870,479239.50,93710.62,385528.88,1.0,SL,WIN
2023-12-01 10:48,2023-12-01 10:49,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57512.60,58063.75,870,479500.50,93638.94,385861.56,1.0,SL,WIN
2023-12-01 10:50,2023-12-01 10:51,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55125.10,55541.65,1380,574839.00,142122.35,432716.65,1.0,TP,WIN
2023-12-04 12:05,2023-12-04 12:06,BANKNIFTY,PE,S8_EMA_Ribbon_Trend_Rider,SHORT,52299.05,52474.60,1470,-258058.50,142922.76,-400981.26,1.0,SL,LOSS
2023-12-06 09:56,2023-12-06 10:11,NIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,LONG,29402.60,29510.35,2550,274762.50,20431.26,254331.24,15.0,TP,WIN
2023-12-07 09:24,2023-12-07 09:28,NIFTY,PE,S27_Gap_Up_Down_Fade_Options,SHORT,29085.10,29241.90,2625,-411600.00,142004.41,-553604.41,4.0,SL,LOSS
2023-12-07 09:30,2023-12-07 09:36,NIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,LONG,29261.95,29397.65,2625,356212.50,20946.89,335265.61,6.0,TP,WIN
2023-12-08 09:27,2023-12-08 09:31,NIFTY,PE,S27_Gap_Up_Down_Fade_Options,SHORT,29713.45,29872.75,2550,-406215.00,140926.69,-547141.69,4.0,SL,LOSS
2023-12-08 10:33,2023-12-08 10:34,NIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,30813.35,31110.50,1650,490297.50,95151.02,395146.48,1.0,SL,WIN
2023-12-08 10:35,2023-12-08 10:36,NIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,28496.05,28576.20,2625,-210393.75,139043.87,-349437.62,1.0,SL,LOSS
2023-12-08 10:36,2023-12-08 10:37,NIFTY,PE,S2_VWAP_Reversion_BankNifty,SHORT,28496.30,28576.10,2625,-209475.00,139044.68,-348519.68,1.0,SL,LOSS
2023-12-14 12:37,2023-12-14 12:38,NIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,33687.45,34012.60,1500,487725.00,94570.15,393154.85,1.0,SL,WIN
